YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2025-11,WEEKDAY,6,TRAIN,DT10,2959,2301
2025-11,WEEKDAY,0,TRAIN,PE4,40,257
2025-11,WEEKDAY,5,TRAIN,CC19/DT9,187,493
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,PW2,153,98
2025-11,WEEKDAY,8,TRAIN,DT13,11400,24251
2025-11,WEEKDAY,17,TRAIN,EW5,49754,57322
2025-11,WEEKDAY,14,TRAIN,SE3,2416,2683
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,CG2,4256,447
2025-11,WEEKENDS/HOLIDAY,16,TRAIN,TE28,1964,2623
2025-11,WEEKDAY,13,TRAIN,NS4/BP1,32845,33637
2025-11,WEEKDAY,7,TRAIN,PE1,10563,3252
2025-11,WEEKDAY,8,TRAIN,NE17/PTC,119608,24446
2025-11,WEEKDAY,16,TRAIN,CG1/DT35,24951,8298
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,DT34,1869,1514
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,EW24/NS1,56043,40695
2025-11,WEEKDAY,13,TRAIN,PW4,4175,4590
2025-11,WEEKDAY,17,TRAIN,BP4,9389,3365
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,EW18,4690,8467
2025-11,WEEKDAY,20,TRAIN,DT20,8751,6550
2025-11,WEEKDAY,6,TRAIN,TE1,10806,3219
2025-11,WEEKDAY,0,TRAIN,NS16,839,5621
2025-11,WEEKDAY,22,TRAIN,EW29,4897,3441
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,NS23,10143,27793
2025-11,WEEKDAY,18,TRAIN,EW11,45601,39145
2025-11,WEEKDAY,21,TRAIN,CC3,15584,1931
2025-11,WEEKENDS/HOLIDAY,0,TRAIN,EW27,106,3447
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,CC12,3742,1991
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,NS11,19204,19083
2025-11,WEEKDAY,0,TRAIN,EW6,59,870
2025-11,WEEKDAY,8,TRAIN,EW12/DT14,26215,119259
2025-11,WEEKDAY,6,TRAIN,PW5,4583,1668
2025-11,WEEKDAY,18,TRAIN,NE4/DT19,114651,86705
2025-11,WEEKDAY,8,TRAIN,EW23,100727,96935
2025-11,WEEKDAY,12,TRAIN,EW4,14708,8761
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,SW8,1444,676
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,DT2,307,824
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,DT13,10214,6771
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,DT30,6035,1899
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,DT24,1766,796
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,TE18,35,2
2025-11,WEEKDAY,15,TRAIN,BP2,1571,2137
2025-11,WEEKENDS/HOLIDAY,16,TRAIN,CG1/DT35,11230,9697
2025-11,WEEKDAY,22,TRAIN,TE29,525,3034
2025-11,WEEKENDS/HOLIDAY,16,TRAIN,NE18,7474,7128
2025-11,WEEKDAY,17,TRAIN,CC11,83051,14898
2025-11,WEEKENDS/HOLIDAY,16,TRAIN,BP10,1280,1568
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,DT2,1745,1036
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,CC21,6953,7115
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,SW3,1346,521
2025-11,WEEKDAY,21,TRAIN,DT33,5290,25515
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,EW3,2458,7008
2025-11,WEEKDAY,12,TRAIN,DT34,5673,4027
2025-11,WEEKDAY,5,TRAIN,SW5,3405,130
2025-11,WEEKDAY,7,TRAIN,EW24/NS1,61651,167418
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,DT20,31,0
2025-11,WEEKDAY,23,TRAIN,DT23,1278,1326
2025-11,WEEKDAY,13,TRAIN,SW5,10082,8028
2025-11,WEEKDAY,17,TRAIN,CC20,8378,10166
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,TE19,2388,1013
2025-11,WEEKDAY,9,TRAIN,TE6,23411,5487
2025-11,WEEKDAY,5,TRAIN,SW4,1198,78
2025-11,WEEKDAY,8,TRAIN,NS5,85930,23294
2025-11,WEEKENDS/HOLIDAY,0,TRAIN,DT34,11,556
2025-11,WEEKENDS/HOLIDAY,23,TRAIN,EW8/CC9,5407,6599
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,TE15,6458,6298
2025-11,WEEKDAY,13,TRAIN,TE25,2352,2957
2025-11,WEEKDAY,12,TRAIN,PW2,214,210
2025-11,WEEKDAY,22,TRAIN,TE4,2742,3145
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,NS25/EW13,201,195
2025-11,WEEKDAY,19,TRAIN,TE26,15907,18649
2025-11,WEEKENDS/HOLIDAY,0,TRAIN,CG2,66,216
2025-11,WEEKDAY,8,TRAIN,TE28,12728,3877
2025-11,WEEKDAY,9,TRAIN,TE14/NS22,21852,118187
2025-11,WEEKDAY,9,TRAIN,NE15,40908,9087
2025-11,WEEKDAY,6,TRAIN,EW11,14364,6950
2025-11,WEEKENDS/HOLIDAY,23,TRAIN,DT21,2176,1360
2025-11,WEEKDAY,19,TRAIN,NS25/EW13,91826,52150
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,CC21,6497,7653
2025-11,WEEKDAY,7,TRAIN,BP6/DT1,127387,54775
2025-11,WEEKDAY,12,TRAIN,BP12,3057,1625
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,PW4,2798,1919
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,TE4,1805,2382
2025-11,WEEKDAY,17,TRAIN,EW20,29368,18492
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,NE7/DT12,7655,8655
2025-11,WEEKENDS/HOLIDAY,0,TRAIN,CC4/DT15,195,79
2025-11,WEEKDAY,19,TRAIN,EW9,22770,61000
2025-11,WEEKDAY,9,TRAIN,NE16/STC,63498,22139
2025-11,WEEKDAY,23,TRAIN,PE6,517,2375
2025-11,WEEKDAY,0,TRAIN,CG2,134,349
2025-11,WEEKDAY,9,TRAIN,TE24,6027,2144
2025-11,WEEKDAY,17,TRAIN,SE3,2603,4726
2025-11,WEEKDAY,16,TRAIN,BP7,777,1274
2025-11,WEEKDAY,10,TRAIN,EW33,3345,2032
2025-11,WEEKENDS/HOLIDAY,23,TRAIN,EW16/NE3/TE17,2973,3423
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,CC2,1719,1151
2025-11,WEEKDAY,12,TRAIN,DT22,8023,9397
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,CC7,3518,2813
2025-11,WEEKENDS/HOLIDAY,23,TRAIN,DT7,286,763
2025-11,WEEKDAY,6,TRAIN,NS21/DT11,24132,27521
2025-11,WEEKDAY,5,TRAIN,EW24/NS1,11296,6077
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,SE3,1882,1202
2025-11,WEEKENDS/HOLIDAY,23,TRAIN,TE25,161,499
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,CC8,5205,3682
2025-11,WEEKDAY,18,TRAIN,CC24,101270,17673
2025-11,WEEKDAY,0,TRAIN,SE3,23,654
2025-11,WEEKENDS/HOLIDAY,0,TRAIN,NS13,788,5066
2025-11,WEEKDAY,19,TRAIN,EW23,61610,88452
2025-11,WEEKDAY,16,TRAIN,NS20,61081,28141
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,NS25/EW13,64415,42666
2025-11,WEEKDAY,15,TRAIN,SE3,1734,2552
2025-11,WEEKDAY,16,TRAIN,NS17/CC15,28684,22698
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,PW1,1790,1850
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,BP11,1885,1491
2025-11,WEEKDAY,23,TRAIN,DT30,517,5953
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,SW5,4707,3251
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,DT6,1225,2722
2025-11,WEEKDAY,19,TRAIN,BP2,1691,6900
2025-11,WEEKDAY,16,TRAIN,EW17,23864,28451
2025-11,WEEKDAY,18,TRAIN,NS25/EW13,131943,100912
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,NE1/CC29,37407,38199
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,NS14,8211,19875
2025-11,WEEKDAY,17,TRAIN,EW24/NS1,184879,106433
2025-11,WEEKDAY,21,TRAIN,PW6,436,1741
2025-11,WEEKDAY,16,TRAIN,PW6,1734,1816
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,NE18,581,76
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,EW3,6905,7281
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,CC17/TE9,2691,2705
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,NS10,18331,22556
2025-11,WEEKDAY,14,TRAIN,EW24/NS1,56576,55824
2025-11,WEEKDAY,13,TRAIN,TE16,6401,6517
2025-11,WEEKDAY,11,TRAIN,DT21,6679,10550
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,DT8,565,1087
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,TE28,871,1782
2025-11,WEEKDAY,22,TRAIN,EW3,5546,17719
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,CC17/TE9,1443,2937
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,PW1,48,555
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,TE7,698,2475
2025-11,WEEKDAY,8,TRAIN,NE11,35664,28195
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,PW3,583,267
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,DT13,9873,7203
2025-11,WEEKDAY,9,TRAIN,SW5,9599,4635
2025-11,WEEKDAY,5,TRAIN,EW27,18847,4950
2025-11,WEEKDAY,17,TRAIN,BP12,2984,3765
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,EW1,5514,1960
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,CC25,1104,509
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,NE9,506,1
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,CC20,1052,625
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,NE5,298,13
2025-11,WEEKDAY,9,TRAIN,DT30,20332,3588
2025-11,WEEKDAY,12,TRAIN,TE26,12231,13223
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,EW32,2702,2459
2025-11,WEEKDAY,19,TRAIN,CC23,41129,5774
2025-11,WEEKDAY,23,TRAIN,BP3,186,869
2025-11,WEEKDAY,14,TRAIN,NS10,25744,25852
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,PW4,935,212
2025-11,WEEKDAY,7,TRAIN,DT25,10088,8306
2025-11,WEEKENDS/HOLIDAY,0,TRAIN,EW18,30,281
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,NS23,27401,5729
2025-11,WEEKDAY,12,TRAIN,PW3,839,519
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,NE15,12286,14727
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,EW10,7202,5425
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,EW16/NE3/TE17,13685,10276
2025-11,WEEKDAY,23,TRAIN,EW12/DT14,21389,10585
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,NS13,27049,19156
2025-11,WEEKDAY,8,TRAIN,DT18,5010,93107
2025-11,WEEKDAY,7,TRAIN,TE24,4540,3003
2025-11,WEEKDAY,13,TRAIN,SE3,3854,2878
2025-11,WEEKDAY,19,TRAIN,BP11,2133,8815
2025-11,WEEKENDS/HOLIDAY,16,TRAIN,CC24,6427,3596
2025-11,WEEKDAY,14,TRAIN,SW2,4609,5124
2025-11,WEEKDAY,5,TRAIN,EW17,4354,356
2025-11,WEEKENDS/HOLIDAY,23,TRAIN,CC3,1741,668
2025-11,WEEKDAY,11,TRAIN,EW5,28814,21181
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,NS16,22124,27599
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,PW1,1303,977
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,BP4,1066,520
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,BP2,537,85
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,CC28,2409,1004
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,NS27/CE2/TE20,2454,3257
2025-11,WEEKDAY,13,TRAIN,CC7,6515,7172
2025-11,WEEKDAY,16,TRAIN,DT20,5926,6283
2025-11,WEEKDAY,8,TRAIN,CC21,15878,13865
2025-11,WEEKDAY,12,TRAIN,TE22,2001,3616
2025-11,WEEKENDS/HOLIDAY,23,TRAIN,EW33,176,1139
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,TE7,139,29
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,CC17/TE9,2710,2760
2025-11,WEEKDAY,0,TRAIN,CC4/DT15,297,104
2025-11,WEEKDAY,18,TRAIN,CG2,35467,26877
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,NS2,12048,18322
2025-11,WEEKDAY,15,TRAIN,PW5,1766,2213
2025-11,WEEKDAY,11,TRAIN,NE10,17641,10153
2025-11,WEEKENDS/HOLIDAY,16,TRAIN,NE14,14816,16330
2025-11,WEEKDAY,13,TRAIN,PE2,8364,5727
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,PE6,3952,3628
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,NS28,966,2100
2025-11,WEEKDAY,23,TRAIN,NS11,3894,26082
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,DT28,1417,7180
2025-11,WEEKDAY,6,TRAIN,EW3,15611,6751
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,CC10/DT26,9571,8557
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,TE27,1500,3560
2025-11,WEEKDAY,23,TRAIN,DT13,4301,3838
2025-11,WEEKDAY,6,TRAIN,CC17/TE9,8247,4743
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,DT23,1534,1807
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,NS13,22458,9832
2025-11,WEEKDAY,15,TRAIN,EW11,15179,16172
2025-11,WEEKDAY,11,TRAIN,TE7,6268,3496
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,PE4,943,1350
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,TE7,1153,3166
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,BP3,2164,1842
2025-11,WEEKDAY,17,TRAIN,EW29,90337,11399
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,SW7,1370,1202
2025-11,WEEKDAY,17,TRAIN,EW7,20723,25899
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,DT27,1746,890
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,TE26,9548,6722
2025-11,WEEKDAY,9,TRAIN,CC24,9814,81267
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,NS3,9551,9418
2025-11,WEEKDAY,9,TRAIN,NS11,55634,19445
2025-11,WEEKDAY,18,TRAIN,EW3,29150,51409
2025-11,WEEKDAY,12,TRAIN,NE12/CC13,51779,55645
2025-11,WEEKENDS/HOLIDAY,0,TRAIN,EW12/DT14,526,694
2025-11,WEEKDAY,0,TRAIN,TE22,35,55
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,BP12,1362,368
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,TE16,3336,2538
2025-11,WEEKDAY,20,TRAIN,TE15,10346,8299
2025-11,WEEKDAY,5,TRAIN,EW19,3412,402
2025-11,WEEKDAY,6,TRAIN,NE11,8187,6783
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,BP7,565,313
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,SE2,2721,536
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,NS7,20570,16484
2025-11,WEEKENDS/HOLIDAY,16,TRAIN,SW8,1002,879
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,BP4,680,153
2025-11,WEEKDAY,13,TRAIN,CE1/DT16,24616,37909
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,EW32,2526,981
2025-11,WEEKDAY,14,TRAIN,DT24,3683,3546
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,CC10/DT26,7119,8177
2025-11,WEEKDAY,5,TRAIN,EW16/NE3/TE17,1781,305
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,NS19,22482,22510
2025-11,WEEKDAY,5,TRAIN,TE23,82,15
2025-11,WEEKDAY,14,TRAIN,PW3,631,592
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,TE11,1861,1646
2025-11,WEEKDAY,15,TRAIN,EW18,13073,14671
2025-11,WEEKDAY,16,TRAIN,EW15,42270,18862
2025-11,WEEKDAY,12,TRAIN,EW2/DT32,49324,47992
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,BP13,501,157
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,BP10,1825,1327
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,DT28,6073,3666
2025-11,WEEKDAY,16,TRAIN,CC11,27121,9709
2025-11,WEEKDAY,14,TRAIN,TE26,12083,12032
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,NE18,4488,5221
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,DT2,763,1343
2025-11,WEEKDAY,7,TRAIN,PW2,24,206
2025-11,WEEKDAY,6,TRAIN,PE6,6903,2068
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,NS25/EW13,44038,42851
2025-11,WEEKDAY,6,TRAIN,EW15,4003,28195
2025-11,WEEKDAY,7,TRAIN,DT21,3707,9218
2025-11,WEEKDAY,10,TRAIN,NE8,17698,25110
2025-11,WEEKDAY,20,TRAIN,NE5,24084,10081
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,NS7,20309,17466
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,CC26,9,9
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,EW28,7863,18702
2025-11,WEEKDAY,19,TRAIN,CC20,5393,10678
2025-11,WEEKDAY,7,TRAIN,EW28,120152,41019
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,TE12,653,2538
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,NS4/BP1,3589,1278
2025-11,WEEKDAY,23,TRAIN,PE1,281,2521
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,TE27,2591,3054
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,TE11,770,448
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,BP2,1197,1140
2025-11,WEEKDAY,9,TRAIN,CC26,4090,14165
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,BP6/DT1,10386,4187
2025-11,WEEKDAY,11,TRAIN,PE3,6849,4171
2025-11,WEEKDAY,11,TRAIN,SW1,3598,3667
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,NE15,2908,13233
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,CC16,3371,3116
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,EW9,12874,10395
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,DT29,3824,2590
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,CC10/DT26,8374,6253
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,EW26,8750,20665
2025-11,WEEKDAY,7,TRAIN,TE15,10762,9669
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,EW29,8643,10584
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,PW4,950,1614
2025-11,WEEKDAY,9,TRAIN,DT31,16170,7956
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,DT17,2042,2823
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,NS11,21704,23653
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,EW19,7607,8634
2025-11,WEEKDAY,7,TRAIN,NS8,76851,23540
2025-11,WEEKDAY,7,TRAIN,EW19,38567,22126
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,TE29,40,2
2025-11,WEEKDAY,19,TRAIN,SW4,2368,8347
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,CC10/DT26,8007,6525
2025-11,WEEKDAY,7,TRAIN,EW33,17083,14824
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,CC23,2428,1630
2025-11,WEEKDAY,22,TRAIN,NS13,21199,59225
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,TE8,127,52
2025-11,WEEKDAY,5,TRAIN,BP2,1954,402
2025-11,WEEKDAY,10,TRAIN,EW18,15897,12745
2025-11,WEEKDAY,20,TRAIN,NE15,9936,38822
2025-11,WEEKDAY,14,TRAIN,NS16,32475,34190
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,TE15,1210,2470
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,DT20,3256,3211
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,CC11,8975,7318
2025-11,WEEKDAY,15,TRAIN,CG1/DT35,16890,9149
2025-11,WEEKENDS/HOLIDAY,0,TRAIN,NE13,127,774
2025-11,WEEKDAY,8,TRAIN,CC12,24821,9284
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,TE5,3294,1331
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,DT29,1337,5045
2025-11,WEEKENDS/HOLIDAY,0,TRAIN,EW11,79,342
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,SW4,1532,1868
2025-11,WEEKDAY,0,TRAIN,EW15,160,190
2025-11,WEEKDAY,7,TRAIN,NE18,20298,8643
2025-11,WEEKDAY,9,TRAIN,TE19,2232,79125
2025-11,WEEKDAY,17,TRAIN,TE18,19871,11667
2025-11,WEEKDAY,8,TRAIN,EW22,16170,64994
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,TE18,407,967
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,PW5,2295,670
2025-11,WEEKDAY,21,TRAIN,NS15,15915,13767
2025-11,WEEKDAY,14,TRAIN,TE24,2434,2912
2025-11,WEEKDAY,17,TRAIN,EW26,51420,59931
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,EW30,597,1457
2025-11,WEEKDAY,22,TRAIN,BP4,725,1741
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,BP3,2793,833
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,CC19/DT9,5552,5147
2025-11,WEEKDAY,20,TRAIN,NE1/CC29,85212,25289
2025-11,WEEKDAY,12,TRAIN,PE1,3688,2788
2025-11,WEEKDAY,7,TRAIN,DT22,17149,9298
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,PW4,2597,3360
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,CG2,7021,9291
2025-11,WEEKDAY,18,TRAIN,PE2,5941,12659
2025-11,WEEKDAY,15,TRAIN,NS3,13164,16363
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,TE15,4286,5866
2025-11,WEEKDAY,15,TRAIN,BP13,939,1043
2025-11,WEEKDAY,9,TRAIN,CC7,8736,7882
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,EW22,3140,2024
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,NS9/TE2,22953,31712
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,EW16/NE3/TE17,11674,7263
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,NS18,7891,4497
2025-11,WEEKENDS/HOLIDAY,0,TRAIN,EW9,166,824
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,DT30,2017,562
2025-11,WEEKDAY,18,TRAIN,NE16/STC,62820,141714
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,DT10,2155,1429
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,EW20,5053,6735
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,NE17/PTC,28440,24670
2025-11,WEEKDAY,11,TRAIN,CC4/DT15,12784,27191
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,TE26,9533,8586
2025-11,WEEKDAY,6,TRAIN,EW16/NE3/TE17,10241,38369
2025-11,WEEKDAY,19,TRAIN,PW7,3590,6938
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,EW27,25233,37958
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,SW1,1286,881
2025-11,WEEKDAY,8,TRAIN,PW5,5597,1749
2025-11,WEEKENDS/HOLIDAY,0,TRAIN,TE26,83,315
2025-11,WEEKDAY,20,TRAIN,EW15,59619,11394
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,TE15,5852,3035
2025-11,WEEKDAY,15,TRAIN,PE3,8960,7362
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,CC7,3857,2546
2025-11,WEEKDAY,10,TRAIN,PE7,4343,1747
2025-11,WEEKDAY,18,TRAIN,NS27/CE2/TE20,36633,5332
2025-11,WEEKDAY,15,TRAIN,TE23,1664,3251
2025-11,WEEKDAY,17,TRAIN,SW5,8905,11576
2025-11,WEEKDAY,5,TRAIN,TE27,938,6
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,SW2,4272,3200
2025-11,WEEKDAY,6,TRAIN,TE27,4701,1270
2025-11,WEEKENDS/HOLIDAY,0,TRAIN,TE3,49,884
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,NS9/TE2,28708,29468
2025-11,WEEKDAY,9,TRAIN,DT25,6882,5469
2025-11,WEEKDAY,17,TRAIN,EW15,117217,29237
2025-11,WEEKENDS/HOLIDAY,0,TRAIN,CC3,8,7
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,EW19,7531,8597
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,DT22,6085,6765
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,PW5,606,18
2025-11,WEEKDAY,22,TRAIN,NE14,7118,39021
2025-11,WEEKENDS/HOLIDAY,23,TRAIN,EW17,1835,6220
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,NS17/CC15,17136,9424
2025-11,WEEKDAY,0,TRAIN,TE28,17,359
2025-11,WEEKDAY,15,TRAIN,TE6,6367,9109
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,PE7,2879,1559
2025-11,WEEKDAY,9,TRAIN,TE8,11728,10843
2025-11,WEEKDAY,23,TRAIN,NE11,2028,4383
2025-11,WEEKDAY,7,TRAIN,PW6,5697,1264
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,NE5,3517,8342
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,NS11,23316,14587
2025-11,WEEKDAY,15,TRAIN,DT2,3676,2220
2025-11,WEEKDAY,21,TRAIN,DT23,3953,4106
2025-11,WEEKDAY,16,TRAIN,CC24,47666,12954
2025-11,WEEKDAY,21,TRAIN,NS19,20754,43928
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,SW6,308,1919
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,NS14,11622,18783
2025-11,WEEKDAY,12,TRAIN,EW32,2747,1656
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,NS4/BP1,13595,23975
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,EW24/NS1,29723,12771
2025-11,WEEKDAY,17,TRAIN,NS17/CC15,48560,35400
2025-11,WEEKENDS/HOLIDAY,23,TRAIN,NS17/CC15,2356,7488
2025-11,WEEKDAY,17,TRAIN,BP10,3116,5502
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,NS18,8089,3869
2025-11,WEEKDAY,11,TRAIN,NS17/CC15,32734,10674
